AnnoA;ClasseNUMERO;ClasseNOME;SESSO;Isc
2013/2014;43/S;Specialistiche in lingue straniere per la comunicazione internazionale;M;11
2013/2014;44/S;Specialistiche in linguistica;F;71
2013/2014;44/S;Specialistiche in linguistica;M;11
2013/2014;45/S;Specialistiche in matematica;F;55
2013/2014;45/S;Specialistiche in matematica;M;42
2013/2014;46/S;Specialistiche in medicina e chirurgia;F;8389
2013/2014;46/S;Specialistiche in medicina e chirurgia;M;6224
2013/2014;47/S;Specialistiche in medicina veterinaria;F;1886
2013/2014;47/S;Specialistiche in medicina veterinaria;M;907
2013/2014;48/S;Specialistiche in metodi per l'analisi valutativa dei sistemi complessi;F;1
2013/2014;48/S;Specialistiche in metodi per l'analisi valutativa dei sistemi complessi;M;1
2013/2014;49/S;Specialistiche in metodi per la ricerca empirica nelle scienze sociali;F;1
2013/2014;49/S;Specialistiche in metodi per la ricerca empirica nelle scienze sociali;M;1
2013/2014;50/S;Specialistiche in modellistica matematico-fisica per l'ingegneria;F;3
2013/2014;50/S;Specialistiche in modellistica matematico-fisica per l'ingegneria;M;7
2013/2014;51/S;Specialistiche in musicologia e beni musicali;F;10
2013/2014;51/S;Specialistiche in musicologia e beni musicali;M;15
2013/2014;52/S;Specialistiche in odontoiatria e protesi dentaria;F;229
2013/2014;52/S;Specialistiche in odontoiatria e protesi dentaria;M;421
2013/2014;53/S;Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie;F;11
2013/2014;53/S;Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie;M;6
2013/2014;54/S;Specialistiche in pianificazione territoriale urbanistica e ambientale;F;11
2013/2014;54/S;Specialistiche in pianificazione territoriale urbanistica e ambientale;M;15
2013/2014;55/S;Specialistiche in progettazione e gestione dei sistemi turistici;F;34
2013/2014;55/S;Specialistiche in progettazione e gestione dei sistemi turistici;M;12
2013/2014;56/S;Specialistiche in programmazione e gestione dei servizi educativi e formativi;F;90
2013/2014;56/S;Specialistiche in programmazione e gestione dei servizi educativi e formativi;M;12
2013/2014;57/S;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;F;311
2013/2014;57/S;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;M;33
2013/2014;58/S;Specialistiche in psicologia;F;539
2013/2014;58/S;Specialistiche in psicologia;M;108
2013/2014;59/S;Specialistiche in pubblicita e comunicazione d'impresa;F;29
2013/2014;59/S;Specialistiche in pubblicita e comunicazione d'impresa;M;13
2013/2014;60/S;Specialistiche in relazioni internazionali;F;117
2013/2014;60/S;Specialistiche in relazioni internazionali;M;102
2013/2014;61/S;Specialistiche in scienza e ingegneria dei materiali;F;5
2013/2014;61/S;Specialistiche in scienza e ingegneria dei materiali;M;22
2013/2014;62/S;Specialistiche in scienze chimiche;F;20
2013/2014;62/S;Specialistiche in scienze chimiche;M;33
2013/2014;63/S;Specialistiche in scienze cognitive;F;1
2013/2014;64/S;Specialistiche in scienze dell'economia;F;133
2013/2014;64/S;Specialistiche in scienze dell'economia;M;141
2013/2014;65/S;Specialistiche in scienze dell'educazione degli adulti e della formazione continua;F;41
2013/2014;65/S;Specialistiche in scienze dell'educazione degli adulti e della formazione continua;M;4
2013/2014;66/S;Specialistiche in scienze dell'universo;F;3
2013/2014;66/S;Specialistiche in scienze dell'universo;M;7
2013/2014;67/S;Specialistiche in scienze della comunicazione sociale e istituzionale;F;48
2013/2014;67/S;Specialistiche in scienze della comunicazione sociale e istituzionale;M;20
2013/2014;68/S;Specialistiche in scienze della natura;F;21
2013/2014;68/S;Specialistiche in scienze della natura;M;6
2013/2014;69/S;Specialistiche in scienze della nutrizione umana;F;18
2013/2014;69/S;Specialistiche in scienze della nutrizione umana;M;9
2013/2014;70/S;Specialistiche in scienze della politica;F;70
2013/2014;70/S;Specialistiche in scienze della politica;M;56
2013/2014;71/S;Specialistiche in scienze delle pubbliche amministrazioni;F;68
2013/2014;71/S;Specialistiche in scienze delle pubbliche amministrazioni;M;68
2013/2014;72/S;Specialistiche in scienze delle religioni;F;11
2013/2014;72/S;Specialistiche in scienze delle religioni;M;9
2013/2014;73/S;Specialistiche in scienze dello spettacolo e della produzione multimediale;F;60
2013/2014;73/S;Specialistiche in scienze dello spettacolo e della produzione multimediale;M;31
2013/2014;74/S;Specialistiche in scienze e gestione delle risorse rurali e forestali;F;1
2013/2014;74/S;Specialistiche in scienze e gestione delle risorse rurali e forestali;M;9
2013/2014;75/S;Specialistiche in scienze e tecnica dello sport;F;14
2013/2014;75/S;Specialistiche in scienze e tecnica dello sport;M;29
2013/2014;76/S;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;F;40
2013/2014;76/S;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;M;37
2013/2014;77/S;Specialistiche in scienze e tecnologie agrarie;F;10
2013/2014;77/S;Specialistiche in scienze e tecnologie agrarie;M;33
2013/2014;78/S;Specialistiche in scienze e tecnologie agroalimentari;F;16
2013/2014;78/S;Specialistiche in scienze e tecnologie agroalimentari;M;11
2013/2014;79/S;Specialistiche in scienze e tecnologie agrozootecniche;F;10
2013/2014;79/S;Specialistiche in scienze e tecnologie agrozootecniche;M;11
2013/2014;81/S;Specialistiche in scienze e tecnologie della chimica industriale;F;2
2013/2014;81/S;Specialistiche in scienze e tecnologie della chimica industriale;M;8
2013/2014;82/S;Specialistiche in scienze e tecnologie per l'ambiente e il territorio;F;12
2013/2014;82/S;Specialistiche in scienze e tecnologie per l'ambiente e il territorio;M;13
2013/2014;83/S;Specialistiche in scienze economiche per l'ambiente e la cultura;F;19
2013/2014;83/S;Specialistiche in scienze economiche per l'ambiente e la cultura;M;9
2013/2014;84/S;Specialistiche in scienze economico-aziendali;F;498
2013/2014;84/S;Specialistiche in scienze economico-aziendali;M;428
2013/2014;85/S;Specialistiche in scienze geofisiche;F;2
2013/2014;85/S;Specialistiche in scienze geofisiche;M;4
2013/2014;86/S;Specialistiche in scienze geologiche;F;30
2013/2014;86/S;Specialistiche in scienze geologiche;M;29
2013/2014;87/S;Specialistiche in scienze pedagogiche;F;199
2013/2014;87/S;Specialistiche in scienze pedagogiche;M;17
2013/2014;88/S;Specialistiche in scienze per la cooperazione allo sviluppo;F;27
2013/2014;88/S;Specialistiche in scienze per la cooperazione allo sviluppo;M;13
2013/2014;89/S;Specialistiche in sociologia;F;86
2013/2014;89/S;Specialistiche in sociologia;M;41
2013/2014;90/S;Specialistiche in statistica demografica e sociale;F;8
2013/2014;90/S;Specialistiche in statistica demografica e sociale;M;3
2013/2014;91/S;Specialistiche in statistica economica, finanziaria ed attuariale;F;23
2013/2014;91/S;Specialistiche in statistica economica, finanziaria ed attuariale;M;17
2013/2014;92/S;Specialistiche in statistica per la ricerca sperimentale;F;1
2013/2014;92/S;Specialistiche in statistica per la ricerca sperimentale;M;11
2013/2014;93/S;Specialistiche in storia antica;F;3
2013/2014;93/S;Specialistiche in storia antica;M;2
2013/2014;94/S;Specialistiche in storia contemporanea;F;19
2013/2014;94/S;Specialistiche in storia contemporanea;M;42
2013/2014;95/S;Specialistiche in storia dell'arte;F;196
2013/2014;95/S;Specialistiche in storia dell'arte;M;36
2013/2014;96/S;Specialistiche in storia della filosofia;F;36
2013/2014;96/S;Specialistiche in storia della filosofia;M;25
2013/2014;97/S;Specialistiche in storia medievale;F;15
2013/2014;97/S;Specialistiche in storia medievale;M;23
2013/2014;98/S;Specialistiche in storia moderna;F;13
2013/2014;98/S;Specialistiche in storia moderna;M;23
2013/2014;99/S;Specialistiche in studi europei;F;19
2013/2014;99/S;Specialistiche in studi europei;M;14
2013/2014;99999;Classe non definita;F;23916
2013/2014;99999;Classe non definita;M;15619
2013/2014;DS1;Scienze della difesa e della sicurezza;F;284
2013/2014;DS1;Scienze della difesa e della sicurezza;M;1044
2013/2014;DS1/S;Specialistiche nelle scienze della difesa e della sicurezza;F;107
2013/2014;DS1/S;Specialistiche nelle scienze della difesa e della sicurezza;M;651
2013/2014;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;34356
2013/2014;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;14386
2013/2014;L/SNT2;Professioni sanitarie della riabilitazione;F;8386
2013/2014;L/SNT2;Professioni sanitarie della riabilitazione;M;4908
2013/2014;L/SNT3;Professioni sanitarie tecniche;F;6653
2013/2014;L/SNT3;Professioni sanitarie tecniche;M;4499
2013/2014;L/SNT4;Professioni sanitarie della prevenzione;F;1402
2013/2014;L/SNT4;Professioni sanitarie della prevenzione;M;1304
2013/2014;L-01;Beni culturali;F;14051
2013/2014;L-01;Beni culturali;M;4434
2013/2014;L-02;Biotecnologie;F;6582
2013/2014;L-02;Biotecnologie;M;3866
2013/2014;L-03;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;5998
2013/2014;L-03;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;3176
2013/2014;L-04;Disegno industriale;F;4432
2013/2014;L-04;Disegno industriale;M;3105
2013/2014;L-05;Filosofia;F;5682
2013/2014;L-05;Filosofia;M;5186
2013/2014;L-06;Geografia;F;266
2013/2014;L-06;Geografia;M;315
2013/2014;L-07;Ingegneria civile e ambientale;F;8209
2013/2014;L-07;Ingegneria civile e ambientale;M;19575
2013/2014;L-08;Ingegneria dell'informazione;F;8279
2013/2014;L-08;Ingegneria dell'informazione;M;32186
2013/2014;L-09;Ingegneria industriale;F;12909
2013/2014;L-09;Ingegneria industriale;M;50835
2013/2014;L-10;Lettere;F;20958
2013/2014;L-10;Lettere;M;7970
2013/2014;L-11;Lingue e culture moderne;F;34657
2013/2014;L-11;Lingue e culture moderne;M;8858
2013/2014;L-12;Mediazione linguistica;F;22628
2013/2014;L-12;Mediazione linguistica;M;4948
2013/2014;L-13;Scienze biologiche;F;17757
2013/2014;L-13;Scienze biologiche;M;6413
2013/2014;L-14;Scienze dei servizi giuridici;F;10446
2013/2014;L-14;Scienze dei servizi giuridici;M;8939
2013/2014;L-15;Scienze del turismo;F;6495
2013/2014;L-15;Scienze del turismo;M;2290
2013/2014;L-16;Scienze dell'amministrazione e dell'organizzazione;F;6022
2013/2014;L-16;Scienze dell'amministrazione e dell'organizzazione;M;5212
2013/2014;L-17;Scienze dell'architettura;F;7483
2013/2014;L-17;Scienze dell'architettura;M;6966
2013/2014;L-18;Scienze dell'economia e della gestione aziendale;F;51342
2013/2014;L-18;Scienze dell'economia e della gestione aziendale;M;59677
2013/2014;L-19;Scienze dell'educazione e della formazione;F;38906
2013/2014;L-19;Scienze dell'educazione e della formazione;M;3959
2013/2014;L-20;Scienze della comunicazione;F;19731
2013/2014;L-20;Scienze della comunicazione;M;11082
2013/2014;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;939
2013/2014;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;1624
2013/2014;L-22;Scienze delle attività motorie e sportive;F;7346
2013/2014;L-22;Scienze delle attività motorie e sportive;M;16555
2013/2014;L-23;Scienze e tecniche dell'edilizia;F;3203
2013/2014;L-23;Scienze e tecniche dell'edilizia;M;4866
2013/2014;L-24;Scienze e tecniche psicologiche;F;30074
2013/2014;L-24;Scienze e tecniche psicologiche;M;8923
2013/2014;L-25;Scienze e tecnologie agrarie e forestali;F;3891
2013/2014;L-25;Scienze e tecnologie agrarie e forestali;M;9440
2013/2014;L-26;Scienze e tecnologie alimentari;F;6022
2013/2014;L-26;Scienze e tecnologie alimentari;M;4659
2013/2014;L-27;Scienze e tecnologie chimiche;F;4418
2013/2014;L-27;Scienze e tecnologie chimiche;M;5326
2013/2014;L-28;Scienze e tecnologie della navigazione;F;101
2013/2014;L-28;Scienze e tecnologie della navigazione;M;535
2013/2014;L-29;Scienze e tecnologie farmaceutiche;F;4824
2013/2014;L-29;Scienze e tecnologie farmaceutiche;M;1532
2013/2014;L-30;Scienze e tecnologie fisiche;F;3113
2013/2014;L-30;Scienze e tecnologie fisiche;M;6066
2013/2014;L-31;Scienze e tecnologie informatiche;F;2235
2013/2014;L-31;Scienze e tecnologie informatiche;M;15665
2013/2014;L-32;Scienze e tecnologie per l'ambiente e la natura;F;4052
2013/2014;L-32;Scienze e tecnologie per l'ambiente e la natura;M;3715
2013/2014;L-33;Scienze economiche;F;16693
2013/2014;L-33;Scienze economiche;M;21357
2013/2014;L-34;Scienze geologiche;F;1798
2013/2014;L-34;Scienze geologiche;M;3324
2013/2014;L-35;Scienze matematiche;F;3963
2013/2014;L-35;Scienze matematiche;M;3566
2013/2014;L-36;Scienze politiche e delle relazioni internazionali;F;15936
2013/2014;L-36;Scienze politiche e delle relazioni internazionali;M;16910
2013/2014;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;1363
2013/2014;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;990
2013/2014;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;3324
2013/2014;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;1407
2013/2014;L-39;Servizio sociale;F;13047
2013/2014;L-39;Servizio sociale;M;1319
2013/2014;L-40;Sociologia;F;6532
2013/2014;L-40;Sociologia;M;2387
2013/2014;L-41;Statistica;F;1439
2013/2014;L-41;Statistica;M;1878
2013/2014;L-42;Storia;F;2750
2013/2014;L-42;Storia;M;4586
2013/2014;L-43;Diagnostica per la conservazione dei beni culturali;F;755
2013/2014;L-43;Diagnostica per la conservazione dei beni culturali;M;227
2013/2014;LM/SNT1;Scienze infermieristiche e ostetriche;F;1522
2013/2014;LM/SNT1;Scienze infermieristiche e ostetriche;M;526
2013/2014;LM/SNT2;Scienze riabilitative delle professioni sanitarie;F;730
2013/2014;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;220
2013/2014;LM/SNT3;Scienze delle professioni sanitarie tecniche;F;505
2013/2014;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;392
2013/2014;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;196
2013/2014;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;208
2013/2014;LM-01;Antropologia culturale ed etnologia;F;646
2013/2014;LM-01;Antropologia culturale ed etnologia;M;317
2013/2014;LM-02;Archeologia;F;1950
2013/2014;LM-02;Archeologia;M;876
2013/2014;LM-03;Architettura del paesaggio;F;308
2013/2014;LM-03;Architettura del paesaggio;M;200
2013/2014;LM-04;Architettura e ingegneria edile-architettura;F;5353
2013/2014;LM-04;Architettura e ingegneria edile-architettura;M;4298
2013/2014;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);F;11769
2013/2014;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);M;9687
2013/2014;LM-05;Archivistica e biblioteconomia;F;331
2013/2014;LM-05;Archivistica e biblioteconomia;M;112
2013/2014;LM-06;Biologia;F;7113
2013/2014;LM-06;Biologia;M;2471
2013/2014;LM-07;Biotecnologie agrarie;F;183
2013/2014;LM-07;Biotecnologie agrarie;M;166
2013/2014;LM-08;Biotecnologie industriali;F;542
2013/2014;LM-08;Biotecnologie industriali;M;426
2013/2014;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;F;2291
2013/2014;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;M;849
2013/2014;LM-10;Conservazione dei beni architettonici e ambientali;F;18
2013/2014;LM-10;Conservazione dei beni architettonici e ambientali;M;10
2013/2014;LM-11;Scienze per la conservazione dei beni culturali;F;244
2013/2014;LM-11;Scienze per la conservazione dei beni culturali;M;61
2013/2014;LM-12;Design;F;1460
2013/2014;LM-12;Design;M;945
2013/2014;LM-13;Farmacia e farmacia industriale;F;22702
2013/2014;LM-13;Farmacia e farmacia industriale;M;8691
2013/2014;LM-14;Filologia moderna;F;6485
2013/2014;LM-14;Filologia moderna;M;1778
2013/2014;LM-15;Filologia, letterature e storia dell'antichità;F;1524
2013/2014;LM-15;Filologia, letterature e storia dell'antichità;M;475
2013/2014;LM-16;Finanza;F;839
2013/2014;LM-16;Finanza;M;1239
2013/2014;LM-17;Fisica;F;820
2013/2014;LM-17;Fisica;M;2046
2013/2014;LM-18;Informatica;F;396
2013/2014;LM-18;Informatica;M;2199
2013/2014;LM-19;Informazione e sistemi editoriali;F;1834
2013/2014;LM-19;Informazione e sistemi editoriali;M;758
2013/2014;LM-20;Ingegneria aerospaziale e astronautica;F;368
2013/2014;LM-20;Ingegneria aerospaziale e astronautica;M;1997
2013/2014;LM-21;Ingegneria biomedica;F;1543
2013/2014;LM-21;Ingegneria biomedica;M;1172
2013/2014;LM-22;Ingegneria chimica;F;840
2013/2014;LM-22;Ingegneria chimica;M;1317
2013/2014;LM-23;Ingegneria civile;F;2319
2013/2014;LM-23;Ingegneria civile;M;6115
2013/2014;LM-24;Ingegneria dei sistemi edilizi;F;1085
2013/2014;LM-24;Ingegneria dei sistemi edilizi;M;1649
2013/2014;LM-25;Ingegneria dell'automazione;F;165
2013/2014;LM-25;Ingegneria dell'automazione;M;1213
2013/2014;LM-26;Ingegneria della sicurezza;F;81
2013/2014;LM-26;Ingegneria della sicurezza;M;225
2013/2014;LM-27;Ingegneria delle telecomunicazioni;F;350
2013/2014;LM-27;Ingegneria delle telecomunicazioni;M;1571
2013/2014;LM-28;Ingegneria elettrica;F;130
2013/2014;LM-28;Ingegneria elettrica;M;1443
2013/2014;LM-29;Ingegneria elettronica;F;401
2013/2014;LM-29;Ingegneria elettronica;M;2487
2013/2014;LM-30;Ingegneria energetica e nucleare;F;568
2013/2014;LM-30;Ingegneria energetica e nucleare;M;2174
2013/2014;LM-31;Ingegneria gestionale;F;2832
2013/2014;LM-31;Ingegneria gestionale;M;4478
2013/2014;LM-32;Ingegneria informatica;F;748
2013/2014;LM-32;Ingegneria informatica;M;4807
2013/2014;LM-33;Ingegneria meccanica;F;784
2013/2014;LM-33;Ingegneria meccanica;M;7624
2013/2014;LM-34;Ingegneria navale;F;124
2013/2014;LM-34;Ingegneria navale;M;469
2013/2014;LM-35;Ingegneria per l'ambiente e il territorio;F;1165
2013/2014;LM-35;Ingegneria per l'ambiente e il territorio;M;1841
2013/2014;LM-36;Lingue e letterature dell'Africa e dell'Asia;F;657
2013/2014;LM-36;Lingue e letterature dell'Africa e dell'Asia;M;184
2013/2014;LM-37;Lingue e letterature moderne europee e americane;F;5611
2013/2014;LM-37;Lingue e letterature moderne europee e americane;M;769
2013/2014;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;4375
